,Unnamed: 0,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,Unnamed: 10,Unnamed: 11,gender_int,sub_categories_int
9117,9117,40629,Women,Apparel,Topwear,Kurtas,Olive,Summer,2012.0,Ethnic,Span Women Olive Green Kurta,,,1,0
9118,9118,59704,Women,Apparel,Innerwear,Briefs,Red,Summer,2014.0,Casual,Avirate Red & White Brief,,,1,5
9119,9119,44289,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Formal,Indian Terrain Men Beige Trousers,,,0,1
9120,9120,45955,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Tokyo Talkies Women Blue Top,,,1,0
9121,9121,38501,Girls,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Gini and Jony Woven Navy Blue Jeans,,,3,1
9122,9122,53830,Women,Apparel,Topwear,Kurtas,Lavender,Summer,2012.0,Ethnic,Folklore Women Lavender Kurta,,,1,0
9123,9123,44887,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Puma Men Navy Blue Badge Polo T-shirt,,,0,0
9124,9124,15619,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,Nike Men AS Squad FT FZ Hoody Grey Sweatshirts,,,0,0
9125,9125,32807,Women,Footwear,Shoes,Heels,Green,Winter,2012.0,Casual,iPanema Women Ritmos Green Flats,,,1,4
9126,9126,37549,Girls,Apparel,Socks,Booties,Pink,Summer,2012.0,Casual,Madagascar 3 Infants Girls Pink Booties,,,3,7
9127,9127,6519,Men,Apparel,Bottomwear,Track Pants,Blue,Summer,2011.0,Sports,Nike Men Soccer Liga Black Track Pant,,,0,1
9128,9128,50689,Men,Apparel,Innerwear,Trunk,Black,Summer,2016.0,Casual,Chromozome Men Black Trunks,,,0,5
9129,9129,2985,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,Puma Men's Football Smash Graphic Black T-shirt,,,0,0
9130,9130,3857,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Ed Hardy Men's Black Bull Dog T-shirt,,,0,0
9131,9131,17972,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Puma Men Wirko White Sports Shoe,,,0,4
9132,9132,9551,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike Men As Race Day Ss Blue T-Shirts,,,0,0
9133,9133,8483,Women,Apparel,Dress,Dresses,Blue,Fall,2011.0,Casual,Forever New Women Creme de Menthe Blue Dresses,,,1,2
9134,9134,26609,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Puma Men Osuran Black Sports Shoes,,,0,4
9135,9135,37911,Women,Apparel,Dress,Dresses,Cream,Summer,2012.0,Casual,Mineral Women Cream Dress,,,1,2
9136,9136,53468,Women,Apparel,Innerwear,Bra,Nude,Summer,2018.0,Casual,Amante Confidence Nude-Coloured Balconette Bra BCMW11,,,1,5
9137,9137,38959,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Boys Printed Navy Blue T-shirt,,,2,0
9138,9138,56926,Women,Footwear,Shoes,Heels,Multi,Winter,2012.0,Casual,HM Women Multi Coloured Flats,,,1,4
9139,9139,41991,Boys,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Gini and Jony Boys Check Black Shirt,,,2,0
9140,9140,29225,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Summer,2012.0,Casual,ADIDAS Men adiPure Slide Navy Blue Flip Flops,,,0,8
9141,9141,46388,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,ADIDAS Men White Printed T-shirt,,,0,0
9142,9142,12864,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Lee Cooper Men Casual Black Shoes,,,0,4
9143,9143,42728,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Black Sandals,,,1,4
9144,9144,12058,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,W Women Printed Brown Kurtas,,,1,0
9145,9145,6941,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Tantra Men's Decade Ago Blue T-shirt,,,0,0
9146,9146,18562,Women,Footwear,Shoes,Flats,Beige,Winter,2015.0,Casual,Catwalk Women Beige Casual Shoes,,,1,4
9147,9147,30308,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Royal Off White T-shirt,,,0,0
9148,9148,9135,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Puma Men Vibrant VI White Sports Shoes,,,0,4
9149,9149,26863,Women,Apparel,Bottomwear,Skirts,Navy Blue,Summer,2012.0,Casual,Jealous 21 Women Navy Blue Skirts,,,1,1
9150,9150,35448,Girls,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Doodle Girls Printed Red Top,,,3,0
9151,9151,29017,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,ADIDAS Men Color Block Grey T-shirt,,,0,0
9152,9152,17718,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Reid & Taylor Men Check Red Shirt,,,0,0
9153,9153,30906,Women,Apparel,Topwear,Jackets,Maroon,Summer,2012.0,Ethnic,Fabindia Women Reversible Jacket,,,1,0
9154,9154,47068,Women,Apparel,Bottomwear,Patiala,Beige,Fall,2012.0,Ethnic,Shree Women Beige & Teal Patiala,,,1,1
9155,9155,19682,Women,Apparel,Topwear,Sweatshirts,Purple,Summer,2011.0,Casual,United Colors of Benetton Women Purple Sweatshirt,,,1,0
9156,9156,18750,Women,Apparel,Topwear,Shirts,Olive,Fall,2011.0,Casual,Arrow Woman Hallie Olive Shirt,,,1,0
9157,9157,24708,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Puma Men Football Sign Collage Red T-shirt,,,0,0
9158,9158,38357,Men,Apparel,Bottomwear,Tracksuits,Red,Summer,2016.0,Casual,2go Active Gear USA Men Red Bjorn Track Pants,,,0,1
9159,9159,15873,Unisex,Footwear,Flip Flops,Flip Flops,Yellow,Fall,2011.0,Casual,Warner Bros Kids Unisex TJ Aloha Flops Yellow Slippers,,,4,8
9160,9160,59360,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Vishudh Women White Printed Kurta,,,1,0
9161,9161,4418,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Wrangler Men's Multicolor Striper Grey Melange T-shirt,,,0,0
9162,9162,20952,Women,Footwear,Flip Flops,Flip Flops,Green,Fall,2011.0,Casual,ADIDAS Women Polka Green Flip Flops,,,1,8
9163,9163,11629,Women,Apparel,Topwear,Kurtas,White,Summer,2011.0,Ethnic,W Women Stripe White Kurtas,,,1,0
9164,9164,36837,Women,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Nike Women Free 4.0 V2 Grey Sports Shoes,,,1,4
9165,9165,21880,Women,Apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,BIBA Women Solid Black Kurta,,,1,0
9166,9166,41159,Women,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Casual,Allen Solly Woman Black Shorts,,,1,1
9167,9167,15289,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,FILA Women DLS Spry Silver Sports Shoes,,,1,4
9168,9168,41965,Boys,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Gini and Jony Boys Surfs Up Black T-shirt,,,2,0
9169,9169,22639,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Nike Men Printed Orange T-shirt,,,0,0
9170,9170,12890,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men Cell Tolero Black Casual Shoes,,,0,4
9171,9171,13942,Men,Apparel,Topwear,Shirts,Grey,Summer,2011.0,Casual,United Colors of Benetton Men Solid Grey Shirts,,,0,0
9172,9172,6189,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Lee Men's Storm Grey T-shirt,,,0,0
9173,9173,7867,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Proline Men Blue Round Neck T-shirt,,,0,0
9174,9174,26897,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Jealous 21 Women White Top,,,1,0
9175,9175,7269,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Superman Men Printed Blue T-shirt,,,0,0
9176,9176,28131,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016.0,Casual,Jockey MODERN CLASSIC Mens Grey Briefs 8035,,,0,5
9177,9177,27945,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Jockey Men Comfort Stretch White Bikini Brief,,,0,5
9178,9178,19676,Women,Apparel,Topwear,Tops,Grey,Summer,2011.0,Casual,United Colors of Benetton Women Printed Grey Top,,,1,0
9179,9179,14955,Men,Apparel,Topwear,Tshirts,Charcoal,Fall,2011.0,Casual,Status Quo Men Printed Charcoal Tshirts,,,0,0
9180,9180,44619,Women,Footwear,Flip Flops,Flip Flops,Purple,Summer,2012.0,Casual,Fila Women Purple Flip Flops,,,1,8
9181,9181,36239,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,W Women Dark Pink Top,,,1,0
9182,9182,28555,Men,Apparel,Topwear,Tshirts,Blue,Winter,2015.0,Casual,Nike Men Club Pique Blue Polo T-shirt,,,0,0
9183,9183,13728,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Belmonte Men Stripes Grey Shirts,,,0,0
9184,9184,34936,Women,Apparel,Topwear,Dupatta,White,Summer,2012.0,Ethnic,Fabindia Women White Dupatta,,,1,0
9185,9185,22853,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2016.0,Casual,Woodland Men Brown Casual Shoes,,,0,4
9186,9186,24398,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Vishudh Women Red Printed Kurta,,,1,0
9187,9187,5966,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Locomotive Men Blue Grey White Checked Shirt,,,0,0
9188,9188,11843,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2013.0,Casual,Playboy Men Casual Blue Casual Shoes,,,0,4
9189,9189,4088,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Classic Polo Men's Purple With Black White Stripes T-shirt,,,0,0
9190,9190,10991,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Inkfruit Men Havy Metal Brown Tshirts,,,0,0
9191,9191,52916,Women,Apparel,Saree,Sarees,Black,Summer,2012.0,Ethnic,FNF Printed Black Sari,,,1,3
9192,9192,44873,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Puma Men White Summer T-shirt,,,0,0
9193,9193,25844,Women,Apparel,Topwear,Kurtis,Cream,Summer,2012.0,Ethnic,Diva Women Printed Cream Kurti,,,1,0
9194,9194,24996,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,United Colors of Benetton Men Blue Washed Jeans,,,0,1
9195,9195,5368,Men,Footwear,Shoes,Sports Shoes,Red,,2011.0,Sports,Kalenji Kiprun 1000 White Red Ss10,,,0,4
9196,9196,34338,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Myntra Men Blood Lust Purple T-shirt,,,0,0
9197,9197,2971,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Casual,Puma Men's Sless Black T-shirt,,,0,0
9198,9198,28767,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Aurelia Women Striped Red Kurta,,,1,0
9199,9199,16068,Men,Apparel,Bottomwear,Trousers,Olive,Fall,2011.0,Casual,Highlander Men Solid Olive Trouser,,,0,1
9200,9200,30798,Men,Apparel,Topwear,Shirts,Beige,Summer,2012.0,Ethnic,Fabindia Men Beige Shirt,,,0,0
9201,9201,8477,Women,Apparel,Topwear,Jackets,Blue,Fall,2011.0,Casual,Forever New Women Washed Blue Jacket,,,1,0
9202,9202,19020,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Gold Strap Heels,,,1,4
9203,9203,46344,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Locomotive  Men Blue Jeans,,,0,1
9204,9204,22601,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Sports,Nike Men Grey Polo T-shirt,,,0,0
9205,9205,8817,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Spykar Men Ranger Solid White Shirts,,,0,0
9206,9206,16434,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Levi's Men Printed Purple Tshirts,,,0,0
9207,9207,12094,Women,Apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,W Women Printed White Kurtas,,,1,0
9208,9208,31216,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Lotto Men Fella Tres White Casual Shoes,,,0,4
9209,9209,2511,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2010.0,Casual,Numero Uno Men's Casual Blue Leatherette Shoe,,,0,4
9210,9210,43636,Women,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Vero Moda Women Yellow Top,,,1,0
9211,9211,13146,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,Inc 5 Women Casual Bronze Heels,,,1,4
9212,9212,54681,Women,Apparel,Topwear,Kurtas,Navy Blue,Fall,2012.0,Ethnic,Shree Women Cream and Navy Blue Printed Kurta,,,1,0
9213,9213,27373,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Tantra Men Blood Test Purple T-shirt,,,0,0
9214,9214,57004,Women,Footwear,Shoes,Flats,White,Winter,2012.0,Casual,HM Women White Sandals,,,1,4
9215,9215,33541,Women,Apparel,Topwear,Tops,Navy Blue,Summer,2012.0,Casual,Wrangler Women Rosy Navy Blue Top,,,1,0
9216,9216,41161,Women,Apparel,Bottomwear,Trousers,Khaki,Summer,2012.0,Casual,Allen Solly Woman Khaki Trousers,,,1,1
9217,9217,11611,Women,Apparel,Topwear,Kurtas,Black,Summer,2011.0,Ethnic,W Women Solid Black Kurtas,,,1,0
9218,9218,25424,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013.0,Casual,Puma Men Mid Evo Leather Black Casual Shoes,,,0,4
9219,9219,44413,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men Black Shoes,,,0,4
9220,9220,5734,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Reebok Men's Dhoni Trainer White Shoe,,,0,4
9221,9221,20156,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Establish Navy Blue Shirt,,,0,0
9222,9222,14363,Women,Footwear,Shoes,Heels,Beige,Winter,2015.0,Casual,Catwalk Women Casual Beige Flats,,,1,4
9223,9223,38995,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Boys Comics Blue Jeans,,,2,1
9224,9224,39847,Girls,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Gini and Jony Girls Printed Pink Top,,,3,0
9225,9225,40281,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Casual,Scullers Men Beige Trousers,,,0,1
9226,9226,11423,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,United Colors of Benetton Men Light Winter White Tshirts,,,0,0
9227,9227,39249,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Chief Men Brown Shoes,,,0,4
9228,9228,41353,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Wrangler Women Black Giselle Jeans,,,1,1
9229,9229,20364,Women,Apparel,Topwear,Tops,Green,Fall,2011.0,Casual,United Colors of Benetton Women Printed Green Tops,,,1,0
9230,9230,44621,Unisex,Accessories,Headwear,Caps,Green,Summer,2012.0,Casual,Nike Unisex Green Daybreak Cap,,,4,6
9231,9231,5506,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Nike Women's Yellow Casual T-shirt,,,1,0
9232,9232,15083,Men,Apparel,Bottomwear,Churidar,Black,Fall,2011.0,Ethnic,Mother Earth Men Solid Black Churidar,,,0,1
9233,9233,16606,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Jealous 21 Women Solid Purple Knit Top,,,1,0
9234,9234,35484,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Hush Puppies Men Jungle Black Formal Shoes,,,0,4
9235,9235,7251,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Rockport Men's Ocean Grove 2 Brown Shoe,,,0,4
9236,9236,6383,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2011.0,Casual,Numero Uno Men's Navy Blue Casual Shoe,,,0,4
9237,9237,50013,Women,Apparel,Innerwear,Bra,Skin,Winter,2015.0,Sports,Hanes Women Beige Cotton Stretch Moulded Cup Bra,,,1,5
9238,9238,28109,Men,Apparel,Innerwear,Trunk,Navy Blue,Summer,2016.0,Casual,Jockey MODERN CLASSIC Men Navy Blue Trunks 8009,,,0,5
9239,9239,31024,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Arrow New York Men Green Striped Slim Fit Shirt,,,0,0
9240,9240,26093,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,John Miller Men Striped Blue Shirt,,,0,0
9241,9241,13374,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Timberland Men Jeunes Brown Casual Shoes,,,0,4
9242,9242,27141,Women,Apparel,Innerwear,Bra,Beige,Summer,2012.0,Casual,Miss-T Beige Bra,,,1,5
9243,9243,28935,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Mr. Men Printed Blue T-shirt,,,0,0
9244,9244,43404,Men,Accessories,Socks,Socks,Multi,Summer,2012.0,Casual,Lino Perros Men Monday to Friday Socks,,,0,7
9245,9245,11047,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Check Red Shirt,,,0,0
9246,9246,41737,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Catwalk Women Black Heels,,,1,4
9247,9247,20700,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2011.0,Casual,Buckaroo Men  Fiesta Brown Casual Shoes,,,0,4
9248,9248,14535,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Vishudh Women Embroidary Blue Kurtas,,,1,0
9249,9249,5162,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Ed Hardy Men's Skull Collage Off White T-shirt,,,0,0
9250,9250,50477,Men,Apparel,Innerwear,Briefs,Black,Winter,2016.0,Casual,Chromozone Men Black Briefs,,,0,5
9251,9251,22057,Women,Apparel,Topwear,Kurtas,Navy Blue,Fall,2011.0,Ethnic,Vishudh Women Printed Navy Blue Kurta,,,1,0
9252,9252,7635,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Sports,Puma Men Black Track Pant,,,0,1
9253,9253,27525,Men,Apparel,Topwear,Jackets,Olive,Summer,2012.0,Casual,Scullers Men Olive Jacket,,,0,0
9254,9254,2347,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Casual,Reebok Men White Contrasts T-shirt,,,0,0
9255,9255,30592,Unisex,Accessories,Headwear,Caps,Olive,Summer,2012.0,Sports,Nike Unisex Federer Olive Cap,,,4,6
9256,9256,48488,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,French Connection Women Black Top,,,1,0
9257,9257,43060,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Nike Men White FFF T-shirt,,,0,0
9258,9258,3295,Men,Footwear,Shoes,Sports Shoes,White,Spring,2011.0,Sports,Asics Men's Gel Cushioning White Navy Shoe,,,0,4
9259,9259,31440,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Casual,HIghlander Men Grey Trousers,,,0,1
9260,9260,17182,Men,Apparel,Topwear,Shirts,Purple,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Purple Shirt,,,0,0
9261,9261,34300,Women,Apparel,Topwear,Dupatta,Green,Summer,2012.0,Ethnic,Fabindia Women Green Tussar Dupatta,,,1,0
9262,9262,19824,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Check Navy Blue Shirt,,,0,0
9263,9263,7407,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men's Anm Casual Brown Shoe,,,0,4
9264,9264,22265,Women,Footwear,Shoes,Heels,Bronze,Winter,2012.0,Casual,Inc. 5 Women Casual Bronze Heels,,,1,4
9265,9265,16050,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Highlander Men Check Navy Blue Shirt,,,0,0
9266,9266,43252,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Aneri Women Red Kurta,,,1,0
9267,9267,13522,Women,Apparel,Topwear,Tops,Green,Fall,2011.0,Casual,Jealous 21 Women Solid Green Tops,,,1,0
9268,9268,19018,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Flats,,,1,4
9269,9269,49768,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012.0,Ethnic,Alma Women Maroon Kurta,,,1,0
9270,9270,42380,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Flying Machine Men Blue T-shirt,,,0,0
9271,9271,31672,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Spykar Men Blue Jeans,,,0,1
9272,9272,11275,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Sports,Nike Men Crickt Black Track Pants,,,0,1
9273,9273,45999,Women,Apparel,Saree,Sarees,Green,Summer,2012.0,Ethnic,Fabindia Green Self-Striped Saree,,,1,3
9274,9274,25040,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Sports,Nike Men Sublimated Grey Jersey,,,0,0
9275,9275,24192,Unisex,Footwear,Shoes,Casual Shoes,Purple,Summer,2012.0,Casual,Converse Unisex Chuck Taylor All Star Print Purple Casual Shoes,,,4,4
9276,9276,33125,Women,Footwear,Shoes,Heels,Grey,Winter,2015.0,Casual,Catwalk Women Grey Stilettoes,,,1,4
9277,9277,52112,Women,Apparel,Topwear,Kurtis,Multi,Summer,2012.0,Ethnic,Myntra Women Multi Coloured Kurti,,,1,0
9278,9278,36457,Men,Footwear,Shoes,Sports Shoes,Grey,Spring,2013.0,Sports,Spinn Men Temptation Grey Sport Shoes,,,0,4
9279,9279,4282,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Rockport Men Arratoon Brown Shoe,,,0,4
9280,9280,37585,Girls,Apparel,Topwear,Rompers,White,Summer,2012.0,Casual,Madagascar3 Infant Girls White Snapsuit Romper,,,3,0
9281,9281,5350,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Artengo Artengo 522c Man Synthe,,,0,4
9282,9282,4878,Men,Apparel,Topwear,Tshirts,White,Summer,2016.0,Casual,Levis Kids Boy's Devon White Teens Kidswear,,,0,0
9283,9283,32231,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Fabindia Women Printed Blue Kurta,,,1,0
9284,9284,40611,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Span Women Green Kurta,,,1,0
9285,9285,1536,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,Puma Men Black Net Jersey,,,0,0
9286,9286,24354,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Folklore Women Blue Printed Kurta,,,1,0
9287,9287,10161,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Puma Men Cabana Racer White Sports Shoes,,,0,4
9288,9288,4044,Men,Footwear,Shoes,Sports Shoes,Silver,Summer,2011.0,Sports,ADIDAS Men's Snova Glide 3M White Silver Shoe,,,0,4
9289,9289,45363,Women,Footwear,Shoes,Heels,Beige,Summer,2016.0,Casual,Cobblerz Women Beige Sandals,,,1,4
9290,9290,21626,Women,Apparel,Innerwear,Bra,White,Summer,2014.0,Casual,Enamor Women Smooth White Bra,,,1,5
9291,9291,5196,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Pink Floyd Men's Dark Side Of The Moon Royal Blue T-shirt,,,0,0
9292,9292,37743,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,John Players Men Stripes Grey Shirt,,,0,0
9293,9293,6713,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Locomotive Men's Round Neck Navy Blue T-shirt,,,0,0
9294,9294,50483,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,2016.0,Casual,Chromozome Men Charcoal Melange Briefs,,,0,5
9295,9295,28599,Men,Footwear,Shoes,Sports Shoes,Red,Summer,2012.0,Sports,Fila Men Calcio Red Sports Shoes,,,0,4
9296,9296,23171,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Mark Taylor Men Grey Printed T-shirt,,,0,0
9297,9297,16296,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Peter England Men Solid Red Polo T-Shirt,,,0,0
9298,9298,42146,Women,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Nike Women White Sweet Classic Leather Shoes,,,1,4
9299,9299,3261,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Guerrilla Men's Heroes Needed Yellow T-shirt,,,0,0
9300,9300,26403,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Turtle Men Check Red Shirt,,,0,0
9301,9301,12636,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Probase Men Printed Blue Tshirts,,,0,0
9302,9302,17176,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks Green Shirt,,,0,0
9303,9303,6521,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2011.0,Sports,Nike Men's Football Navy Blue Short,,,0,1
9304,9304,18902,Unisex,Accessories,Headwear,Caps,Black,Fall,2011.0,Casual,ADIDAS Originals Unisex Black Cap,,,4,6
9305,9305,47606,Women,Footwear,Shoes,Heels,White,Winter,2012.0,Casual,Portia Women White Wedges,,,1,4
9306,9306,51763,Women,Footwear,Shoes,Flats,Blue,Winter,2015.0,Casual,Catwalk Women Blue Flats,,,1,4
9307,9307,30754,Men,Apparel,Topwear,Kurtas,Maroon,Summer,2012.0,Ethnic,Fabindia Men Check Maroon Kurta,,,0,0
9308,9308,2181,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Probase Men Aqua T-shirt,,,0,0
9309,9309,9569,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,John Miller Men Solid Light Blue Shirts,,,0,0
9310,9310,26631,Women,Footwear,Shoes,Casual Shoes,Black,Spring,2014.0,Casual,Puma Women Winning Diva Ballerina Black Casual Shoes,,,1,4
9311,9311,12404,Men,Accessories,Socks,Socks,Grey,Summer,2016.0,Formal,Reid & Taylor Men Solid Grey Socks,,,0,7
9312,9312,31686,Women,Footwear,Shoes,Casual Shoes,Gold,Summer,2012.0,Casual,Nike Women Fivekay Gold Shoes,,,1,4
